3.0,300.0,3.0,5
3.0,315.0,3.0,5
3.0,390.0,3.0,5
3.0,405.0,3.0,5
3.0,540.0,3.0,5
3.0,630.0,3.0,5
3.0,675.0,3.0,5
3.0,855.0,3.0,5
3.0,990.0,3.0,5
3.0,1005.0,3.0,5
3.0,1035.0,3.0,5
15.0,390.0,3.0,5
15.0,405.0,3.0,5
15.0,630.0,3.0,5
15.0,675.0,3.0,5
15.0,855.0,3.0,5
15.0,945.0,3.0,5
30.0,90.0,3.0,5
30.0,405.0,3.0,5
30.0,450.0,3.0,5
30.0,1005.0,3.0,5
45.0,45.0,3.0,5
45.0,60.0,3.0,5
45.0,75.0,3.0,5
45.0,90.0,3.0,5
60.0,60.0,3.0,5
60.0,75.0,3.0,5
60.0,195.0,3.0,5
60.0,810.0,3.0,5
60.0,825.0,3.0,5
75.0,3.0,3.0,5
75.0,15.0,3.0,5
75.0,30.0,3.0,5
75.0,195.0,3.0,5
75.0,285.0,3.0,5
75.0,330.0,3.0,5
75.0,600.0,3.0,5
75.0,825.0,3.0,5
75.0,975.0,3.0,5
90.0,300.0,3.0,5
90.0,345.0,3.0,5
90.0,540.0,3.0,5
90.0,765.0,3.0,5
90.0,780.0,3.0,5
90.0,810.0,3.0,5
90.0,825.0,3.0,5
90.0,975.0,3.0,5
105.0,210.0,3.0,5
105.0,540.0,3.0,5
105.0,645.0,3.0,5
105.0,735.0,3.0,5
105.0,810.0,3.0,5
105.0,825.0,3.0,5
120.0,540.0,3.0,5
120.0,555.0,3.0,5
120.0,735.0,3.0,5
120.0,810.0,3.0,5
120.0,825.0,3.0,5
120.0,900.0,3.0,5
135.0,390.0,3.0,5
135.0,405.0,3.0,5
135.0,465.0,3.0,5
135.0,735.0,3.0,5
135.0,750.0,3.0,5
135.0,810.0,3.0,5
135.0,825.0,3.0,5
135.0,900.0,3.0,5
135.0,930.0,3.0,5
135.0,945.0,3.0,5
135.0,1020.0,3.0,5
150.0,345.0,3.0,5
150.0,390.0,3.0,5
150.0,405.0,3.0,5
150.0,720.0,3.0,5
150.0,735.0,3.0,5
150.0,810.0,3.0,5
150.0,825.0,3.0,5
150.0,885.0,3.0,5
150.0,915.0,3.0,5
150.0,1005.0,3.0,5
150.0,1020.0,3.0,5
165.0,300.0,3.0,5
165.0,360.0,3.0,5
165.0,375.0,3.0,5
165.0,390.0,3.0,5
165.0,420.0,3.0,5
165.0,555.0,3.0,5
165.0,570.0,3.0,5
165.0,660.0,3.0,5
165.0,720.0,3.0,5
165.0,735.0,3.0,5
165.0,750.0,3.0,5
165.0,795.0,3.0,5
165.0,810.0,3.0,5
165.0,885.0,3.0,5
165.0,990.0,3.0,5
165.0,1005.0,3.0,5
180.0,180.0,3.0,5
180.0,195.0,3.0,5
180.0,315.0,3.0,5
180.0,375.0,3.0,5
180.0,390.0,3.0,5
180.0,525.0,3.0,5
180.0,540.0,3.0,5
180.0,555.0,3.0,5
180.0,645.0,3.0,5
180.0,705.0,3.0,5
180.0,720.0,3.0,5
180.0,735.0,3.0,5
180.0,795.0,3.0,5
180.0,810.0,3.0,5
180.0,825.0,3.0,5
180.0,990.0,3.0,5
180.0,1005.0,3.0,5
195.0,375.0,3.0,5
195.0,495.0,3.0,5
195.0,525.0,3.0,5
195.0,555.0,3.0,5
195.0,570.0,3.0,5
195.0,585.0,3.0,5
195.0,705.0,3.0,5
195.0,720.0,3.0,5
195.0,795.0,3.0,5
195.0,810.0,3.0,5
195.0,825.0,3.0,5
210.0,300.0,3.0,5
210.0,330.0,3.0,5
210.0,345.0,3.0,5
210.0,495.0,3.0,5
210.0,510.0,3.0,5
210.0,705.0,3.0,5
210.0,795.0,3.0,5
210.0,810.0,3.0,5
